user_id,call_drtn_mthly,gt0_call_mthly,zero_call_mthly,gb_mthly,msg_mthly,xtr_prft_cll_msg_int,xtr_prft_cll_mthly,xtr_prft_msg_mthly,xtr_prft_int_mthly,user_packege,mnts_ndd_mthly_bll,msg_ndd_mthly_bll,gb_ndd_mthly_bll
1053,"[0, 0, 0, 0, 0]","[49, 50, 45, 55, 39]","[13, 16, 6, 13, 8]","[6, 8, 1, 6, 0]","[0, 0, 0, 0, 0]","[60.0, 80.0, 10.0, 60.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[60, 80, 10, 60, 0]",surf,"[453.94, 380.46999999999997, 433.14, 469.90000000000003, 294.44]","[11, 23, 11, 18, 12]","[21, 23, 16, 21, 13]"
1054,"[0, 0, 0, 0, 0, 0, 0, 0]","[17, 33, 26, 26, 36, 29, 28, 34]","[7, 5, 10, 10, 8, 8, 5, 9]","[6, 5, 2, 7, 4, 6, 4, 9]","[0, 0, 0, 0, 0, 0, 0, 0]","[60.0, 50.0, 20.0, 70.0, 40.0, 60.0, 40.0, 90.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[60, 50, 20, 70, 40, 60, 40, 90]",surf,"[151.01000000000002, 268.65999999999997, 201.21, 238.94, 294.88000000000005, 236.96000000000004, 250.86, 272.14000000000004]","[29, 19, 26, 21, 37, 39, 25, 30]","[21, 20, 17, 22, 19, 21, 19, 24]"
1055,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 30, 21, 29, 23, 38, 29, 22]","[0, 0, 0, 0, 8, 7, 9, 6, 6, 10, 3]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 1]","[0, 0, 0, 0, 19, 23, 41, 37, 22, 42, 15]","[0.0, 0.0, 0.0, 0.0, 0.57, 0.69, 1.23, 11.11, 0.6599999999999999, 41.26, 10.45]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.57, 0.69, 1.23, 1.1099999999999999, 0.6599999999999999, 1.26, 0.44999999999999996]","[0, 0, 0, 0, 0, 0, 0, 10, 0, 40, 10]",surf,"[0.0, 0.0, 0.0, 0.0, 261.40000000000003, 231.76, 231.78, 195.87, 333.18999999999994, 224.62, 213.85]","[0, 0, 0, 3, 69, 73, 91, 87, 72, 92, 65]","[0, 0, 0, 1, 11, 14, 15, 16, 14, 19, 16]"
1056,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 8, 43, 44, 31, 41, 52]","[0, 0, 0, 0, 0, 5, 6, 7, 5, 22]","[0, 0, 0, 0, 0, 7, 1, 4, 4, 10]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 70.0, 10.0, 40.0, 40.0, 100.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 70, 10, 40, 40, 100]",surf,"[0.0, 0.0, 0.0, 0.0, 69.09, 329.36, 371.95000000000005, 267.94, 373.79, 429.19]","[0, 0, 0, 0, 3, 37, 37, 28, 39, 42]","[0, 0, 0, 0, 4, 22, 16, 19, 19, 25]"
1057,"[0, 0, 0, 0]","[0, 43, 129, 122]","[0, 7, 31, 32]","[0, 0, 2, 0]","[0, 0, 0, 0]","[0.0, 0.0, 14.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0, 0, 14, 0]",ultimate,"[0.0, 351.46, 1002.2, 996.4800000000002]","[0, 51, 118, 117]","[0, 7, 32, 29]"
1058,[148],[68],[24],[0],[0],[4.4399999999999995],[4.4399999999999995],[0.0],[0],surf,[647.3],[31],[10]
1059,"[0, 0, 0, 0, 0, 0, 0, 0]","[80, 105, 78, 79, 87, 70, 84, 74]","[17, 17, 22, 21, 18, 15, 18, 14]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0]",ultimate,"[673.69, 897.35, 633.76, 681.6499999999999, 803.8599999999999, 677.33, 750.74, 651.59]","[73, 66, 62, 51, 71, 62, 65, 61]","[11, 14, 12, 11, 18, 18, 16, 15]"
1060,"[0, 0, 0, 0, 56, 181, 118, 51]","[0, 0, 0, 0, 65, 70, 82, 71]","[0, 0, 0, 0, 17, 21, 17, 10]","[0, 0, 0, 0, 0, 12, 8, 10]","[0, 0, 0, 0, 0, 15, 27, 33]","[0.0, 0.0, 0.0, 0.0, 1.68, 125.88, 84.35, 102.52]","[0.0, 0.0, 0.0, 0.0, 1.68, 5.43, 3.54, 1.53]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.44999999999999996, 0.8099999999999999, 0.99]","[0, 0, 0, 0, 0, 120, 80, 100]",surf,"[0.0, 0.0, 0.0, 0.0, 555.49, 680.9599999999999, 617.8299999999999, 550.81]","[0, 0, 0, 0, 49, 65, 77, 83]","[0, 0, 0, 0, 15, 27, 23, 25]"
1061,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 45, 74, 71, 58, 72, 55, 82, 43]","[0, 12, 19, 13, 19, 16, 18, 21, 17]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",ultimate,"[0.0, 403.73000000000013, 642.6300000000001, 530.8000000000002, 470.91, 646.08, 502.65999999999997, 709.84, 330.64]","[0, 31, 55, 53, 69, 60, 61, 60, 62]","[0, 12, 20, 22, 20, 22, 22, 15, 20]"
1062,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 16, 39, 37, 29, 37, 30, 30, 27, 20]","[0, 6, 8, 7, 3, 10, 5, 7, 7, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",ultimate,"[0.0, 114.18, 335.16999999999996, 290.46, 241.16999999999996, 267.2300000000001, 214.16000000000003, 235.79, 256.75, 172.46]","[0, 2, 5, 12, 9, 11, 10, 9, 7, 8]","[0, 13, 13, 15, 14, 14, 20, 14, 19, 16]"
1063,[0],[7],[4],[0],[0],[0.0],[0.0],[0.0],[0],ultimate,[74.02],[0],[14]
1064,"[0, 0, 100, 20, 81, 0]","[20, 58, 71, 63, 74, 63]","[8, 16, 10, 19, 15, 12]","[0, 2, 7, 1, 3, 2]","[0, 0, 0, 0, 0, 0]","[0.0, 20.0, 73.0, 10.6, 32.43, 20.0]","[0.0, 0.0, 3.0, 0.6, 2.4299999999999997, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 20, 70, 10, 30, 20]",surf,"[156.92, 471.96999999999997, 599.36, 519.39, 581.08, 497.49]","[5, 22, 18, 26, 16, 23]","[8, 17, 22, 16, 18, 17]"
1065,"[0, 0, 184, 109]","[0, 32, 69, 67]","[0, 2, 15, 16]","[0, 0, 3, 3]","[0, 0, 0, 0]","[0.0, 0.0, 35.519999999999996, 33.27]","[0.0, 0.0, 5.52, 3.27]","[0.0, 0.0, 0.0, 0.0]","[0, 0, 30, 30]",surf,"[0.0, 223.19, 683.7399999999999, 608.29]","[0, 16, 31, 28]","[0, 11, 18, 18]"
1066,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[52, 53, 51, 50, 52, 50, 50, 45, 45]","[14, 8, 12, 14, 8, 5, 12, 12, 9]","[2, 6, 7, 3, 7, 4, 7, 5, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[20.0, 60.0, 70.0, 30.0, 70.0, 40.0, 70.0, 50.0, 40.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[20, 60, 70, 30, 70, 40, 70, 50, 40]",surf,"[407.42999999999995, 480.09999999999997, 374.13, 361.52, 395.97, 439.58000000000004, 429.4599999999999, 396.34, 367.53999999999996]","[41, 25, 35, 33, 33, 44, 31, 37, 33]","[17, 21, 22, 18, 22, 19, 22, 20, 19]"
1067,"[0, 16, 0]","[38, 61, 35]","[5, 10, 11]","[6, 5, 2]","[0, 0, 0]","[60.0, 50.48, 20.0]","[0.0, 0.48, 0.0]","[0.0, 0.0, 0.0]","[60, 50, 20]",surf,"[332.28000000000003, 515.46, 271.48999999999995]","[32, 41, 17]","[21, 20, 17]"
1068,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 10, 36, 29, 26, 24, 28, 24, 28]","[0, 0, 0, 1, 2, 4, 4, 6, 4, 6, 13]","[0, 0, 0, 0, 2, 0, 0, 0, 4, 0, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 20.0, 0.0, 0.0, 0.0, 40.0, 0.0, 50.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 20, 0, 0, 0, 40, 0, 50]",surf,"[0.0, 0.0, 0.0, 80.93, 307.88000000000005, 211.25999999999996, 183.89, 167.73000000000002, 313.95, 169.62, 250.85999999999996]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 4, 17, 15, 15, 12, 19, 13, 20]"
1069,"[0, 0, 0]","[52, 69, 77]","[15, 13, 12]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0, 0, 0]",ultimate,"[435.05, 583.8899999999999, 633.8399999999999]","[117, 94, 112]","[15, 13, 11]"
1070,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0]",surf,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
1071,"[0, 0, 0, 0, 53, 0, 0]","[49, 55, 57, 52, 59, 57, 42]","[21, 15, 17, 15, 13, 8, 7]","[1, 0, 3, 0, 0, 1, 3]","[0, 0, 0, 0, 0, 0, 0]","[10.0, 0.0, 30.0, 0.0, 1.5899999999999999, 10.0, 30.0]","[0.0, 0.0, 0.0, 0.0, 1.5899999999999999, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[10, 0, 30, 0, 0, 10, 30]",surf,"[391.84999999999997, 491.90000000000003, 481.11, 477.26, 552.37, 464.42, 331.52000000000004]","[0, 0, 0, 0, 0, 0, 0]","[16, 15, 18, 12, 14, 16, 18]"
1072,"[156, 0, 143, 35, 0]","[73, 63, 71, 64, 53]","[14, 17, 12, 11, 24]","[11, 18, 7, 14, 14]","[0, 0, 0, 0, 0]","[114.68, 180.0, 74.29, 141.05, 140.0]","[4.68, 0.0, 4.29, 1.05, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[110, 180, 70, 140, 140]",surf,"[655.76, 453.82, 642.72, 534.62, 415.02]","[11, 20, 20, 17, 15]","[26, 33, 22, 29, 29]"
1073,"[0, 0, 0, 0, 0, 0, 0, 0]","[29, 38, 31, 33, 30, 26, 41, 37]","[10, 8, 11, 10, 6, 5, 9, 4]","[0, 2, 0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 20.0, 0.0, 0.0, 20.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 20, 0, 0, 20, 0, 0, 0]",surf,"[229.44, 312.12000000000006, 285.06, 274.24, 231.34999999999994, 197.07000000000002, 302.84999999999997, 348.14000000000004]","[0, 0, 0, 0, 0, 0, 0, 0]","[15, 17, 13, 15, 17, 14, 12, 13]"
1074,[0],[72],[17],[0],[0],[0.0],[0.0],[0.0],[0],ultimate,[629.52],[0],[10]
1075,"[0, 0, 0, 0]","[0, 19, 24, 18]","[0, 4, 8, 5]","[0, 0, 0, 0]","[0, 7, 36, 12]","[0.0, 0.21, 1.08, 0.36]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.21, 1.08, 0.36]","[0, 0, 0, 0]",surf,"[0.0, 133.19000000000003, 195.74, 141.44]","[0, 57, 86, 62]","[0, 12, 12, 8]"
1076,"[0, 0, 0, 0, 0]","[44, 45, 37, 53, 43]","[9, 10, 12, 5, 15]","[8, 9, 7, 5, 3]","[105, 94, 105, 86, 82]","[83.15, 92.82, 73.15, 52.58, 32.46]","[0.0, 0.0, 0.0, 0.0, 0.0]","[3.15, 2.82, 3.15, 2.58, 2.46]","[80, 90, 70, 50, 30]",surf,"[367.06000000000006, 364.96, 270.64000000000004, 394.82, 332.64]","[155, 144, 155, 136, 132]","[23, 24, 22, 20, 18]"
1077,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[80, 74, 91, 71, 84, 68, 100, 103, 88, 77, 84]","[23, 19, 13, 13, 21, 22, 29, 19, 25, 25, 28]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",ultimate,"[736.31, 585.32, 680.94, 558.4699999999999, 738.6600000000001, 628.0, 771.19, 716.1600000000001, 734.01, 581.02, 775.85]","[72, 65, 65, 61, 81, 86, 63, 80, 56, 63, 67]","[22, 15, 23, 17, 21, 17, 20, 22, 19, 23, 20]"
1078,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 6, 10]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",surf,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 19.79, 84.27]","[0, 0, 0, 0, 0, 0, 0, 0, 15, 34]","[0, 0, 0, 0, 0, 0, 0, 0, 3, 11]"
1079,"[0, 0, 0, 0, 0, 0, 180, 128, 200, 156, 266]","[0, 0, 0, 0, 0, 0, 75, 77, 83, 77, 89]","[0, 0, 0, 0, 0, 0, 16, 23, 20, 30, 17]","[0, 0, 0, 0, 0, 0, 4, 4, 2, 0, 0]","[0, 0, 0, 0, 0, 0, 10, 44, 30, 19, 26]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 45.7, 45.16, 26.9, 5.25, 8.76]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.3999999999999995, 3.84, 6.0, 4.68, 7.9799999999999995]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3, 1.3199999999999998, 0.8999999999999999, 0.57, 0.78]","[0, 0, 0, 0, 0, 0, 40, 40, 20, 0, 0]",surf,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 679.87, 627.91, 700.04, 655.6300000000001, 766.08]","[0, 0, 0, 0, 0, 0, 60, 94, 80, 69, 76]","[0, 0, 0, 0, 0, 0, 19, 19, 17, 15, 14]"
1080,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[6, 15, 15, 14]","[0, 9, 9, 1]","[60.0, 150.27, 150.27, 140.03]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.27, 0.27, 0.03]","[60, 150, 150, 140]",surf,"[0.0, 0.0, 0.0, 0.0]","[39, 59, 59, 51]","[21, 30, 30, 29]"
1081,"[0, 0, 0, 0, 0, 0, 0, 0]","[33, 27, 27, 32, 31, 19, 22, 18]","[6, 6, 7, 8, 3, 7, 11, 5]","[0, 2, 2, 0, 3, 1, 0, 3]","[0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 20.0, 20.0, 0.0, 30.0, 10.0, 0.0, 30.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 20, 20, 0, 30, 10, 0, 30]",surf,"[251.91, 281.52000000000004, 198.78000000000003, 234.76, 202.30999999999995, 207.79, 191.65999999999997, 166.86]","[22, 30, 31, 23, 39, 23, 35, 21]","[13, 17, 17, 15, 18, 16, 13, 18]"
1082,"[0, 214, 0, 103, 105, 134, 0, 221]","[59, 88, 59, 75, 66, 79, 62, 78]","[22, 20, 17, 16, 14, 22, 20, 12]","[0, 3, 0, 0, 2, 2, 5, 7]","[0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 36.42, 0.0, 3.09, 23.15, 24.02, 50.0, 76.63]","[0.0, 6.42, 0.0, 3.09, 3.15, 4.02, 0.0, 6.63]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 30, 0, 0, 20, 20, 50, 70]",surf,"[484.26, 713.86, 457.0, 602.43, 605.03, 634.1300000000001, 476.81, 720.52]","[28, 22, 27, 30, 30, 36, 31, 20]","[14, 18, 14, 15, 17, 17, 20, 22]"
1083,"[0, 0]","[52, 36]","[6, 12]","[4, 3]","[0, 0]","[40.0, 30.0]","[0.0, 0.0]","[0.0, 0.0]","[40, 30]",surf,"[480.44, 363.61000000000007]","[15, 8]","[19, 18]"
1084,"[0, 0, 0, 0, 0, 300]","[0, 0, 0, 0, 34, 97]","[0, 0, 0, 0, 7, 22]","[0, 0, 0, 0, 0, 8]","[0, 0, 0, 0, 0, 39]","[0.0, 0.0, 0.0, 0.0, 0.0, 90.17]","[0.0, 0.0, 0.0, 0.0, 0.0, 9.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.17]","[0, 0, 0, 0, 0, 80]",surf,"[0.0, 0.0, 0.0, 0.0, 290.08000000000004, 799.59]","[0, 0, 0, 0, 46, 89]","[0, 0, 0, 0, 10, 23]"
1085,"[0, 0, 0, 0, 0]","[0, 28, 59, 49, 74]","[0, 11, 9, 16, 12]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0]",ultimate,"[0.0, 278.37, 534.6099999999999, 394.3, 599.8700000000001]","[0, 0, 0, 0, 0]","[0, 18, 18, 29, 22]"
1086,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",ultimate,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1087,[0],[39],[6],[0],[0],[0.0],[0.0],[0.0],[0],surf,[397.77000000000004],[41],[13]
1088,"[0, 0, 0, 0, 0, 0, 0]","[26, 21, 28, 28, 23, 29, 24]","[4, 5, 6, 4, 6, 4, 2]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0]",ultimate,"[229.28, 230.73, 246.57, 223.26, 173.67, 222.09999999999997, 194.3]","[37, 53, 35, 57, 46, 58, 59]","[16, 16, 19, 15, 13, 20, 15]"
1089,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0, 0, 0]",surf,"[0.0, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]"
1090,"[0, 0, 0, 0, 0, 0, 0]","[37, 40, 30, 48, 46, 58, 50]","[10, 9, 4, 14, 9, 9, 11]","[2, 5, 7, 6, 2, 2, 3]","[0, 0, 0, 0, 0, 0, 0]","[20.0, 50.0, 70.0, 60.0, 20.0, 20.0, 30.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[20, 50, 70, 60, 20, 20, 30]",surf,"[276.03000000000003, 305.72, 221.14, 421.03, 386.09000000000003, 388.69, 426.5]","[33, 23, 23, 18, 23, 27, 18]","[17, 20, 22, 21, 17, 17, 18]"
1091,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 41, 55]","[0, 0, 0, 0, 0, 9, 9]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0]",ultimate,"[0.0, 0.0, 0.0, 0.0, 0.0, 373.49000000000007, 422.94]","[0, 0, 0, 0, 0, 43, 43]","[0, 0, 0, 0, 0, 4, 7]"
1092,,,,,,,,,,,,,
1093,,,,,,,,,,,,,
1094,"[363, 213]","[111, 79]","[23, 31]","[14, 8]","[0, 0]","[150.89, 86.39]","[10.889999999999999, 6.39]","[0.0, 0.0]","[140, 80]",surf,"[862.5300000000001, 713.1100000000001]","[50, 42]","[29, 23]"
1095,"[0, 0, 0, 0, 0, 0, 0, 0]","[21, 18, 6, 20, 8, 20, 18, 21]","[5, 2, 6, 1, 4, 6, 5, 4]","[0, 1, 0, 0, 3, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 10.0, 0.0, 0.0, 30.0, 0.0, 10.0, 10.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 10, 0, 0, 30, 0, 10, 10]",surf,"[153.13, 137.48, 59.74000000000001, 118.76999999999998, 64.63, 165.76000000000002, 134.47, 174.24]","[7, 9, 14, 9, 12, 13, 17, 10]","[13, 16, 13, 14, 18, 14, 16, 16]"
1096,,,,,,,,,,,,,
1097,"[0, 0, 0, 0, 0, 0, 281, 86, 136, 220]","[0, 0, 0, 0, 0, 0, 90, 69, 86, 88]","[0, 0, 0, 0, 0, 0, 21, 24, 21, 22]","[0, 0, 0, 0, 0, 0, 0, 2, 2, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.43, 22.58, 24.08, 66.6]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.43, 2.58, 4.08, 6.6]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 20, 20, 60]",surf,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 780.3100000000001, 585.9200000000001, 635.2199999999999, 719.17]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 15, 17, 17, 21]"
1098,"[22, 36, 109, 0]","[60, 69, 69, 46]","[19, 17, 19, 13]","[15, 14, 17, 17]","[38, 51, 35, 44]","[151.8, 142.61, 174.32, 171.32]","[0.6599999999999999, 1.08, 3.27, 0.0]","[1.14, 1.53, 1.05, 1.3199999999999998]","[150, 140, 170, 170]",surf,"[522.0, 535.27, 609.01, 373.55000000000007]","[88, 101, 85, 94]","[30, 29, 32, 32]"
1099,"[85, 27, 21, 0, 0, 0, 11, 0, 159, 105]","[68, 63, 67, 52, 46, 54, 60, 52, 73, 65]","[13, 15, 9, 13, 22, 12, 17, 14, 14, 21]","[3, 1, 6, 1, 0, 3, 0, 6, 3, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[32.55, 10.81, 60.63, 10.0, 0.0, 30.0, 0.32999999999999996, 60.0, 34.769999999999996, 3.15]","[2.55, 0.8099999999999999, 0.63, 0.0, 0.0, 0.0, 0.32999999999999996, 0.0, 4.77, 3.15]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[30, 10, 60, 10, 0, 30, 0, 60, 30, 0]",surf,"[584.2300000000001, 526.25, 520.68, 402.11, 378.42, 431.5400000000001, 510.86, 435.2, 658.3000000000001, 605.0600000000001]","[18, 19, 23, 15, 22, 31, 29, 22, 23, 26]","[18, 16, 21, 16, 13, 18, 14, 21, 18, 15]"
